Year,Year ending,Police Service Area,Local Government Area,LGA,Offence Division,offence_div,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,162,95.3,95.3
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,21,12.4,12.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,5,2.9,2.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,5,2.9,2.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,48,28.2,28.2
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,25,14.7,14.7
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,44,25.9,25.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,18,10.6,10.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,160,94.1,94.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,122,71.8,71.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,49,28.8,28.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,4,2.4,2.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,40,23.5,23.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,93,54.7,54.7
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,60,35.3,35.3
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,0.6,0.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,1244,731.8,731.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,29,17.1,17.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B20 Property damage,B29 Other property damage offences,9,5.3,5.3
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,147,86.5,86.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,2.4,2.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,572,336.5,336.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,347,204.1,204.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,8,4.7,4.7
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,794,467.1,467.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2376,1397.8,1397.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,696,409.5,409.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,152,89.4,89.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,745,438.3,438.3
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B40 Theft,B46 Fare evasion,13,7.6,7.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,1416,833.0,833.0
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,113,66.5,66.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1182,695.4,695.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B50 Deception,B54 State false information,33,19.4,19.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,5,2.9,2.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,B Property and deception offences,B Property and deception offences,B50 Deception,B59 Other deception offences,10,5.9,5.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,3,1.8,1.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,162,95.3,95.3
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,49,28.8,28.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,20,11.8,11.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,13,7.6,7.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,1236,727.1,727.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,134,78.8,78.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,467,274.7,274.7
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,6,3.5,3.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,75,44.1,44.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,295,173.5,173.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,94,55.3,55.3
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,23,13.5,13.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,52,30.6,30.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,10,5.9,5.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.6,0.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,6,3.5,3.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,106,62.4,62.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,D Public order and security offences,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.6,0.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,3,1.8,1.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,436,256.5,256.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,41,24.1,24.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,19,11.2,11.2
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,142,83.5,83.5
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1484,873.0,873.0
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,114,67.1,67.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,673,395.9,395.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,78,45.9,45.9
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.6,0.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F20 Transport regulation offences,F21 Public transport,15,8.8,8.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,1,0.6,0.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.6,0.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,3,1.8,1.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,7,4.1,4.1
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,2,1.2,1.2
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,3,1.8,1.8
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,344,202.4,202.4
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,0.6,0.6
2020,June,Greater Dandenong,Greater Dandenong,GREATER DANDENONG,F Other offences,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,2,1.2,1.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,113,114.6,114.6
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,79,80.1,80.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",21,21.3,21.3
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,159,161.3,161.3
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,112,113.6,113.6
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,227,230.2,230.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,1.0,1.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,3,3.0,3.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,35,35.5,35.5
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,7,7.1,7.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,2.0,2.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,4,4.1,4.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,15,15.2,15.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,10,10.1,10.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,31,31.4,31.4
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,13,13.2,13.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,29,29.4,29.4
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,27,27.4,27.4
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,11,11.2,11.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,1.0,1.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,14,14.2,14.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,31,31.4,31.4
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,16,16.2,16.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,488,495.0,495.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,32,32.5,32.5
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,42,42.6,42.6
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,2.0,2.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,220,223.1,223.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,187,189.7,189.7
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,225,228.2,228.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,861,873.3,873.3
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,241,244.4,244.4
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,104,105.5,105.5
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,144,146.1,146.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,759,769.8,769.8
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,21,21.3,21.3
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,281,285.0,285.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B50 Deception,B54 State false information,7,7.1,7.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,2.0,2.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,B Property and deception offences,B Property and deception offences,B50 Deception,B59 Other deception offences,5,5.1,5.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,46,46.7,46.7
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,16,16.2,16.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,5,5.1,5.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,330,334.7,334.7
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,50,50.7,50.7
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,79,80.1,80.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.0,1.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,7.1,7.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,34,34.5,34.5
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,24,24.3,24.3
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,8.1,8.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,19,19.3,19.3
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,2.0,2.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,4,4.1,4.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D33 Begging,12,12.2,12.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,35,35.5,35.5
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,1.0,1.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,6,6.1,6.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY, E Justice procedures offences ,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,68,69.0,69.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,2.0,2.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2,2.0,2.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,19,19.3,19.3
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,528,535.5,535.5
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,58,58.8,58.8
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,53,53.8,53.8
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,13,13.2,13.2
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,F Other offences,F Other offences,F20 Transport regulation offences,F21 Public transport,6,6.1,6.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,F Other offences,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,10,10.1,10.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,F Other offences,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,2,2.0,2.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,76,77.1,77.1
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,1.0,1.0
2020,June,Hobsons Bay,Hobsons Bay,HOBSONS BAY,F Other offences,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,1,1.0,1.0
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,10,34.2,180.8
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,4,13.7,72.3
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,29,99.1,524.3
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,14,47.8,253.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,32,109.4,578.5
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,10.3,54.2
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,4,13.7,72.3
