Year,Year ending,Police Service Area,Local Government Area,LGA,Offence Division,offence_div,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,1.3,4.1
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,11,14.4,45.4
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,6.6,20.6
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,6,7.9,24.8
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,56,73.4,231.0
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,5,6.6,20.6
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4,5.2,16.5
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,49,64.2,202.2
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,30,39.3,123.8
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,47,61.6,193.9
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,40,52.4,165.0
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,6,7.9,24.8
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,18,23.6,74.3
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,100,131.1,412.6
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,2.6,8.3
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,15,19.7,61.9
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,5,6.6,20.6
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,2.6,8.3
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,1,1.3,4.1
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,15,19.7,61.9
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,22,28.8,90.8
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,8,10.5,33.0
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,2.6,8.3
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,1.3,4.1
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,1.3,4.1
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,1.3,4.1
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,6,7.9,24.8
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,5,6.6,20.6
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,54,70.8,222.8
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,3,3.9,12.4
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,F Other offences,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,1.3,4.1
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,F Other offences,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,1,1.3,4.1
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,7,9.2,28.9
2020,June,Moorabool,Golden Plains,GOLDEN PLAINS,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,2.6,8.3
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.6,12.4
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,14,18.4,87.1
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,18,23.6,112.0
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,29,38.0,180.5
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,13,17.0,80.9
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,23,30.2,143.2
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,2,2.6,12.4
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2,2.6,12.4
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,2.6,12.4
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,3.9,18.7
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,8,10.5,49.8
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3,3.9,18.7
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,5.2,24.9
2020,June,Moorabool,Hepburn,HEPBURN,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,17,22.3,105.8
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,15,19.7,93.4
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,13,17.0,80.9
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,86,112.7,535.3
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,2,2.6,12.4
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,7,9.2,43.6
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,65,85.2,404.6
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,43,56.4,267.6
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,29,38.0,180.5
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,82,107.5,510.4
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,16,21.0,99.6
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,2.6,12.4
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,12,15.7,74.7
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,108,141.6,672.2
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,3.9,18.7
2020,June,Moorabool,Hepburn,HEPBURN,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,21,27.5,130.7
2020,June,Moorabool,Hepburn,HEPBURN,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,16,21.0,99.6
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,10,13.1,62.2
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,6,7.9,37.3
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,5,6.6,31.1
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,4,5.2,24.9
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,4,5.2,24.9
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,3,3.9,18.7
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,4,5.2,24.9
2020,June,Moorabool,Hepburn,HEPBURN,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,16,21.0,99.6
2020,June,Moorabool,Hepburn,HEPBURN,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,93,121.9,578.9
2020,June,Moorabool,Hepburn,HEPBURN,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,4,5.2,24.9
2020,June,Moorabool,Hepburn,HEPBURN,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,F Other offences,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.3,6.2
2020,June,Moorabool,Hepburn,HEPBURN,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,31,40.6,193.0
2020,June,Moorabool,Hepburn,HEPBURN,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,2.6,12.4
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,4,5.2,11.1
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,41,53.7,114.0
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,29,38.0,80.6
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",10,13.1,27.8
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,75,98.3,208.5
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,23,30.2,63.9
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,68,89.1,189.0
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,6,7.9,16.7
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,6,7.9,16.7
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,7,9.2,19.5
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,3.9,8.3
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,14,18.4,38.9
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,2,2.6,5.6
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,25,32.8,69.5
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,11,14.4,30.6
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,6,7.9,16.7
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,7,9.2,19.5
2020,June,Moorabool,Moorabool,MOORABOOL,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,28,36.7,77.8
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,22,28.8,61.2
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,14,18.4,38.9
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,190,249.1,528.1
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,6,7.9,16.7
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,2.6,5.6
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,14,18.4,38.9
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,5,6.6,13.9
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,154,201.9,428.1
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,66,86.5,183.5
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,100,131.1,278.0
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,198,259.6,550.4
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,59,77.3,164.0
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,13,17.0,36.1
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,48,62.9,133.4
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,254,333.0,706.0
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,11,14.4,30.6
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,62,81.3,172.3
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B50 Deception,B54 State false information,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,B Property and deception offences,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,9,11.8,25.0
2020,June,Moorabool,Moorabool,MOORABOOL,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,9.2,19.5
2020,June,Moorabool,Moorabool,MOORABOOL,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,4,5.2,11.1
2020,June,Moorabool,Moorabool,MOORABOOL,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,114,149.4,316.9
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,39,51.1,108.4
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,68,89.1,189.0
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,8,10.5,22.2
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3,3.9,8.3
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,3.9,8.3
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,5.2,11.1
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,8,10.5,22.2
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,2.6,5.6
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,62,81.3,172.3
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,4,5.2,11.1
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,3,3.9,8.3
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,180,236.0,500.3
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,17,22.3,47.3
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,43,56.4,119.5
2020,June,Moorabool,Moorabool,MOORABOOL,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,6,7.9,16.7
2020,June,Moorabool,Moorabool,MOORABOOL,F Other offences,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,F Other offences,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,F Other offences,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,F Other offences,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,1,1.3,2.8
2020,June,Moorabool,Moorabool,MOORABOOL,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,38,49.8,105.6
2020,June,Moorabool,Moorabool,MOORABOOL,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,3.9,8.3
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.1,1.1
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,189,100.2,100.2
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,173,91.7,91.7
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",52,27.6,27.6
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,387,205.1,205.1
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,285,151.0,151.0
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,323,171.2,171.2
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,6,3.2,3.2
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,22,11.7,11.7
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,97,51.4,51.4
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,6,3.2,3.2
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,4,2.1,2.1
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,3,1.6,1.6
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,48,25.4,25.4
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,34,18.0,18.0
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,66,35.0,35.0
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,27,14.3,14.3
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,99,52.5,52.5
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,72,38.2,38.2
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,27,14.3,14.3
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,30,15.9,15.9
2020,June,Moreland,Moreland,MORELAND,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,66,35.0,35.0
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,34,18.0,18.0
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B10 Arson,B12 Cause a bushfire,3,1.6,1.6
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,891,472.2,472.2
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,96,50.9,50.9
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B20 Property damage,B29 Other property damage offences,10,5.3,5.3
